"satisfaction_level","last_evaluation","number_project","average_monthly_hours","time_spend_company","work_accident","left","promotion_last_5years","department","salary"
0.64,0.95,4,199,42,0,0,0,"accounting","medium"
0.76,0.62,4,157,31,0,0,0,"accounting","medium"
0.26,0.45,2,157,44,0,0,0,"accounting","medium"
0.69,0.67,3,178,16,0,0,0,"hr","medium"
0.98,0.66,3,154,25,0,0,0,"hr","medium"
0.86,0.83,5,208,25,1,0,0,"hr","medium"
0.14,0.68,4,273,70,1,0,0,"hr","medium"
0.58,0.63,4,159,45,0,0,0,"technical","medium"
0.63,0.97,4,234,17,0,0,0,"technical","medium"
0.7,0.91,5,139,38,1,0,0,"technical","medium"
0.73,0.62,4,210,45,0,0,0,"technical","medium"
0.89,0.52,3,164,41,0,0,0,"technical","high"
0.17,0.61,3,241,59,1,0,0,"technical","low"
0.86,0.73,5,259,18,0,0,0,"technical","medium"
0.59,0.73,3,159,41,1,0,0,"technical","medium"
0.22,0.51,4,131,29,0,0,0,"technical","medium"
0.55,0.57,3,266,22,0,0,0,"technical","medium"
0.74,0.6,3,153,12,0,0,0,"technical","low"
0.55,0.54,3,253,16,0,0,0,"support","low"
0.67,0.94,4,141,24,1,0,0,"support","low"
0.64,0.8,3,199,32,0,0,0,"support","low"
0.58,0.71,3,205,36,0,0,0,"support","low"
0.9,0.6,4,252,38,0,0,0,"support","low"
0.89,0.9,4,153,39,0,0,0,"support","low"
0.74,0.37,2,171,41,0,0,0,"support","low"
0.78,0.91,5,150,47,0,0,0,"support","low"
0.97,0.53,4,247,29,0,0,0,"support","low"
0.52,0.92,4,150,33,1,0,0,"support","low"
0.99,0.86,4,206,26,0,0,0,"support","low"
0.76,0.44,4,192,48,1,0,0,"technical","low"
0.69,0.96,5,164,29,0,0,0,"technical","low"
0.59,0.69,3,186,38,0,0,0,"technical","low"
0.95,0.63,3,249,39,0,0,0,"management","low"
0.69,0.81,3,214,23,0,0,0,"IT","low"
0.76,0.75,4,193,49,0,0,0,"IT","low"
0.7,0.84,2,114,48,0,0,0,"IT","low"
0.87,0.6,2,122,26,0,0,0,"IT","low"
0.44,0.55,3,170,41,1,0,0,"IT","low"
0.54,0.91,3,151,39,0,0,0,"product_mng","medium"
0.55,0.75,3,156,37,0,0,0,"product_mng","medium"
0.81,0.75,5,170,41,1,0,0,"product_mng","medium"
0.5,0.55,3,188,29,0,0,0,"product_mng","medium"
0.93,0.74,4,201,33,1,0,0,"IT","medium"
0.64,0.5,6,254,76,0,0,0,"RandD","medium"
0.57,0.78,3,206,41,0,0,0,"RandD","medium"
0.95,0.74,4,216,40,0,0,0,"RandD","medium"
0.86,0.67,5,200,34,0,0,0,"RandD","medium"
0.82,0.58,4,202,21,0,0,0,"RandD","medium"
0.18,0.79,4,217,54,0,0,0,"RandD","medium"
0.58,0.7,5,151,32,0,0,0,"marketing","medium"
0.57,0.56,3,224,31,0,0,0,"sales","high"
0.94,0.83,5,148,31,0,0,0,"accounting","low"
0.2,0.97,6,224,64,1,0,0,"support","medium"
0.73,0.75,2,243,69,1,0,0,"technical","medium"
0.94,0.8,4,238,41,1,0,0,"management","medium"
0.99,0.61,3,254,35,0,0,0,"marketing","medium"
0.22,0.49,4,218,42,0,0,0,"marketing","low"
0.67,0.66,3,237,44,0,0,0,"marketing","low"
0.49,0.67,4,185,27,0,0,0,"sales","low"
0.78,0.95,4,184,35,0,0,0,"sales","low"
0.15,0.74,2,176,38,1,0,0,"sales","low"
0.91,0.89,4,260,38,0,0,0,"sales","low"
0.7,0.78,4,254,45,0,0,0,"sales","low"
0.6,0.95,3,221,43,0,0,0,"sales","low"
0.59,0.57,5,257,24,0,0,0,"sales","low"
0.59,0.93,3,265,34,1,0,0,"sales","low"
0.55,0.64,3,138,37,1,0,0,"sales","low"
0.42,0.75,3,163,31,1,0,0,"sales","low"
0.57,0.81,3,144,42,0,0,0,"sales","low"
0.72,0.51,3,146,25,1,0,0,"sales","low"
0.83,0.81,3,242,74,0,0,0,"sales","low"
0.89,0.93,4,249,33,0,0,0,"sales","low"
0.55,0.59,3,245,35,0,0,0,"sales","low"
0.53,0.75,4,201,22,0,0,0,"sales","low"
0.74,0.59,4,177,55,1,0,0,"sales","medium"
0.63,0.98,4,160,13,0,0,0,"sales","medium"
0.63,0.4,6,177,29,1,0,0,"sales","medium"
0.61,0.97,4,153,32,0,0,0,"accounting","medium"
0.76,0.79,3,197,67,0,0,0,"accounting","medium"
0.67,0.82,4,246,47,0,0,0,"accounting","medium"
0.51,0.95,4,258,28,0,0,0,"hr","medium"
0.67,0.55,3,137,36,0,0,0,"hr","medium"
0.16,0.94,3,178,44,0,0,0,"hr","medium"
0.34,0.85,4,123,51,0,0,0,"hr","medium"
0.58,0.73,5,162,33,1,0,0,"technical","medium"
0.5,0.71,5,210,56,0,0,0,"technical","medium"
0.56,0.48,4,197,37,1,0,0,"technical","high"
0.56,0.98,3,220,34,0,0,0,"technical","low"
0.74,0.71,4,133,26,0,0,0,"technical","medium"
0.69,0.99,3,198,27,0,0,0,"technical","medium"
0.15,0.81,4,160,54,0,0,0,"technical","medium"
0.58,0.67,2,180,29,0,0,0,"technical","medium"
0.8,0.79,3,217,41,0,0,0,"technical","low"
0.5,0.57,3,223,45,0,0,0,"technical","low"
0.66,0.92,4,229,31,0,0,0,"technical","low"
0.81,0.78,4,159,37,0,0,0,"support","low"
0.14,0.68,5,253,50,0,0,0,"support","low"
0.92,0.85,3,235,27,0,0,0,"support","low"
0.69,0.91,4,186,35,0,0,0,"support","low"
0.66,0.99,4,263,19,0,0,0,"support","low"
0.85,0.39,4,239,55,0,0,0,"support","low"
0.83,0.69,4,151,28,0,0,0,"support","low"
1,0.49,3,106,55,0,0,0,"support","low"
0.68,0.65,3,183,41,0,0,0,"support","low"
0.26,0.97,3,125,18,0,0,0,"support","low"
0.35,0.41,3,157,34,0,0,0,"support","low"
0.12,0.58,3,241,20,0,0,0,"technical","low"
0.91,0.93,4,184,35,0,0,0,"technical","low"
0.65,0.67,4,144,36,0,0,0,"technical","low"
0.78,0.72,3,255,53,1,0,0,"management","low"
0.61,0.82,3,261,60,0,0,0,"IT","low"
0.64,0.51,4,207,24,0,0,0,"IT","low"
0.58,0.73,4,205,49,0,0,0,"IT","low"
0.63,0.76,4,217,18,1,0,0,"IT","medium"
0.94,0.6,4,215,20,1,0,0,"IT","medium"
0.26,0.81,5,139,51,0,0,0,"product_mng","medium"
0.59,0.69,3,146,38,0,0,0,"product_mng","medium"
0.78,0.8,4,175,27,0,0,0,"product_mng","medium"
0.86,0.64,5,188,33,0,0,0,"product_mng","medium"
0.79,0.73,5,155,35,0,0,0,"IT","medium"
0.89,0.73,4,171,46,0,0,0,"RandD","medium"
0.34,0.99,4,184,39,0,0,0,"RandD","medium"
0.29,0.77,3,164,76,0,0,0,"RandD","medium"
0.71,0.89,3,244,52,0,0,0,"RandD","medium"
0.93,0.58,4,222,30,0,0,0,"RandD","medium"
0.94,0.76,4,231,47,1,0,0,"RandD","high"
0.91,0.72,3,213,26,0,0,0,"marketing","low"
0.71,0.96,4,144,46,0,0,0,"sales","medium"
0.67,0.81,3,221,43,1,0,0,"accounting","medium"
0.54,0.42,3,138,32,1,0,0,"support","medium"
0.89,0.58,3,183,48,0,0,0,"technical","medium"
0.94,0.91,3,250,41,1,0,0,"management","low"
0.15,0.89,3,219,73,0,0,0,"marketing","low"
0.45,0.92,6,164,49,1,0,0,"marketing","low"
0.92,0.67,4,161,44,1,0,0,"marketing","low"
0.63,0.56,4,274,59,1,0,0,"sales","low"
0.8,0.66,4,181,37,1,0,0,"sales","low"
0.45,0.72,3,148,17,0,0,0,"sales","low"
0.72,0.54,3,226,28,1,0,0,"sales","low"
0.84,0.36,6,256,65,0,0,0,"sales","low"
0.61,0.51,3,141,22,0,0,0,"sales","low"
0.63,0.88,3,177,44,0,0,0,"sales","low"
0.49,0.54,4,173,24,0,0,0,"sales","low"
0.68,0.51,2,196,32,0,0,0,"sales","low"
0.64,0.85,5,179,26,0,0,0,"sales","low"
0.61,0.64,4,201,33,0,0,0,"sales","low"
0.83,0.55,5,247,39,0,0,0,"sales","low"
0.94,0.51,5,238,27,0,0,0,"sales","low"
0.27,0.66,3,133,78,0,0,0,"sales","low"
0.6,0.49,2,194,55,0,0,0,"sales","low"
0.83,0.69,4,232,19,0,0,0,"sales","low"
0.53,0.75,3,232,43,0,0,0,"sales","low"
0.79,0.97,4,204,38,0,0,0,"sales","medium"
0.96,0.49,4,252,33,1,0,0,"sales","medium"
0.5,0.56,3,164,35,0,0,0,"accounting","medium"
0.68,0.81,5,266,18,0,0,0,"accounting","medium"
0.24,0.54,4,226,50,1,0,0,"accounting","medium"
0.8,0.8,4,252,66,0,0,0,"hr","medium"
0.62,0.74,4,155,35,0,0,0,"hr","medium"
1,0.85,3,202,27,0,0,0,"hr","medium"
0.64,0.75,3,214,26,0,0,0,"hr","medium"
0.51,0.55,4,267,35,0,0,0,"technical","medium"
0.74,0.5,4,265,45,0,0,0,"technical","medium"
0.49,0.99,3,221,20,1,0,0,"technical","medium"
0.96,0.83,4,132,64,0,0,0,"technical","high"
0.59,0.62,4,227,53,1,0,0,"technical","low"
0.84,0.57,4,234,35,0,0,0,"technical","medium"
0.16,0.84,3,238,72,0,0,0,"technical","medium"
0.62,0.75,3,149,24,1,0,0,"technical","medium"
0.79,0.67,4,152,35,0,0,0,"technical","medium"
0.53,0.83,4,249,38,1,0,0,"technical","low"
0.17,0.48,6,270,54,0,0,0,"technical","low"
0.57,0.76,3,200,15,0,0,0,"support","low"
0.65,0.82,4,207,26,0,0,0,"support","low"
0.69,0.74,4,266,29,1,0,0,"support","low"
0.3,0.8,6,250,34,0,0,0,"support","low"
0.99,0.92,3,220,33,0,0,0,"support","low"
0.5,0.69,4,177,28,0,0,0,"support","low"
0.54,0.96,3,147,19,0,0,0,"support","medium"
0.69,0.57,4,227,48,0,0,0,"support","medium"
0.5,0.85,4,272,30,0,0,0,"support","medium"
0.66,0.73,3,244,36,0,0,0,"support","medium"
1,0.93,5,182,39,1,0,0,"support","medium"
0.15,0.61,3,146,68,1,0,0,"technical","medium"
0.31,0.54,5,259,56,1,0,0,"technical","medium"
0.65,0.49,4,184,47,0,0,0,"technical","medium"
0.72,0.69,4,149,27,0,0,0,"management","medium"
0.84,0.85,4,185,35,1,0,0,"IT","medium"
0.55,0.8,3,254,19,0,0,0,"IT","medium"
0.6,0.58,4,249,41,0,0,0,"IT","medium"
0.84,0.48,4,269,36,0,0,0,"IT","medium"
0.68,0.87,3,168,34,0,0,0,"IT","medium"
0.13,1,6,225,40,0,0,0,"product_mng","medium"
0.88,0.98,3,160,18,0,0,0,"product_mng","medium"
0.64,0.57,5,149,37,1,0,0,"product_mng","medium"
0.19,0.95,5,193,37,0,0,0,"product_mng","medium"
0.83,0.88,5,171,36,1,0,0,"IT","medium"
0.17,0.41,4,232,45,1,0,0,"RandD","medium"
0.44,0.74,4,250,76,0,0,0,"RandD","medium"
0.52,0.55,4,243,21,0,0,0,"RandD","medium"
0.66,0.62,4,250,28,0,0,0,"RandD","medium"
0.96,0.55,4,153,26,0,0,0,"RandD","medium"
0.19,0.5,5,126,40,1,0,0,"RandD","medium"
0.86,1,3,192,36,0,0,0,"marketing","high"
0.65,0.57,3,137,41,1,0,0,"sales","high"
0.61,0.97,3,199,30,1,0,0,"accounting","high"
0.53,0.96,3,181,38,1,0,0,"support","high"
0.14,0.76,5,260,67,0,0,0,"technical","high"
0.74,1,4,199,47,0,0,0,"management","high"
0.47,0.62,6,171,51,1,0,0,"marketing","high"
0.6,0.56,4,260,30,0,0,0,"marketing","high"
0.81,0.58,3,243,51,0,0,0,"marketing","high"
0.95,0.59,2,154,47,0,0,0,"sales","high"
0.98,0.8,2,201,23,0,0,0,"sales","high"
0.52,0.8,5,234,30,0,0,0,"sales","high"
1,0.97,3,216,44,1,0,0,"sales","low"
0.16,0.74,5,205,42,1,0,0,"sales","low"
0.19,0.83,3,225,45,0,0,0,"sales","low"
0.94,0.87,3,229,33,0,0,0,"sales","low"
0.58,0.43,6,132,32,0,0,0,"sales","low"
0.92,0.69,4,180,34,0,0,0,"sales","low"
0.65,0.8,4,164,46,0,0,0,"sales","low"
0.74,0.74,5,175,37,0,0,0,"sales","low"
0.6,0.53,5,103,29,0,0,0,"sales","low"
1,1,5,142,46,0,0,0,"sales","low"
0.81,0.96,4,212,33,0,0,0,"sales","low"
0.54,0.67,2,129,45,1,0,0,"sales","low"
0.18,0.81,5,140,51,0,0,0,"sales","low"
0.82,0.88,4,149,28,0,0,0,"sales","low"
0.9,0.96,2,258,22,0,0,0,"sales","low"
0.62,0.62,4,136,21,0,0,0,"sales","medium"
0.77,0.76,2,216,28,1,0,0,"accounting","medium"
0.58,0.86,3,151,26,0,0,0,"accounting","medium"
0.27,0.47,5,217,68,0,0,0,"accounting","medium"
0.78,0.72,4,219,31,0,0,0,"hr","medium"
0.98,0.66,3,150,46,0,0,0,"hr","medium"
0.75,0.5,4,98,52,0,0,0,"hr","medium"
0.74,0.67,5,140,35,0,0,0,"hr","medium"
0.9,0.99,3,259,27,1,0,0,"technical","medium"
0.73,0.71,5,215,76,1,0,0,"technical","medium"
0.9,0.62,4,258,32,0,0,0,"technical","medium"
0.68,0.91,4,162,26,1,0,0,"technical","medium"
0.9,0.74,3,260,41,0,0,0,"technical","high"
0.64,0.93,5,198,14,0,0,0,"technical","high"
0.63,0.9,2,242,38,1,0,0,"technical","high"
0.87,0.89,4,219,45,0,0,0,"technical","high"
0.6,0.55,4,204,31,0,0,0,"technical","high"
0.7,0.74,3,157,35,0,0,0,"technical","high"
0.15,0.94,5,244,66,0,0,0,"technical","high"
0.45,0.75,3,122,40,0,0,0,"support","high"
0.43,0.9,5,282,62,0,0,0,"support","low"
0.92,0.46,5,195,67,0,0,0,"support","low"
0.72,0.81,4,134,27,0,0,0,"support","low"
0.94,0.84,3,210,21,0,0,0,"support","low"
0.74,0.52,3,170,37,0,0,0,"support","low"
0.48,0.71,2,140,37,1,0,0,"support","low"
0.84,0.76,5,215,31,1,0,0,"support","low"
0.53,0.86,3,150,25,0,0,0,"support","low"
0.45,0.88,5,268,41,1,0,0,"support","medium"
0.95,0.67,4,270,45,0,0,0,"support","medium"
0.95,0.58,3,163,24,0,0,0,"technical","medium"
0.7,0.85,3,188,31,0,0,0,"technical","medium"
0.19,0.93,3,110,47,0,0,0,"technical","medium"
0.74,0.91,5,135,36,0,0,0,"management","medium"
0.54,0.59,4,228,44,0,0,0,"IT","medium"
0.5,0.69,5,172,27,0,0,0,"IT","medium"
0.95,0.72,3,168,62,0,0,0,"IT","medium"
0.69,0.69,5,160,32,0,0,0,"IT","medium"
0.24,0.74,5,282,37,0,0,0,"IT","medium"
0.96,0.7,5,184,31,1,0,0,"product_mng","medium"
0.61,0.5,4,217,46,1,0,0,"product_mng","medium"
0.76,0.53,6,281,31,0,0,0,"product_mng","medium"
0.61,0.64,3,245,29,0,0,0,"product_mng","medium"
0.37,0.48,2,285,66,0,0,0,"IT","medium"
0.81,0.9,4,165,38,0,0,0,"RandD","medium"
0.59,0.9,3,146,35,0,0,0,"RandD","medium"
0.73,0.82,3,133,35,0,0,0,"RandD","medium"
0.87,0.57,2,181,70,0,0,0,"RandD","medium"
0.67,0.66,6,152,37,0,0,0,"RandD","medium"
0.96,0.78,2,284,40,0,0,0,"RandD","medium"
0.98,0.51,3,157,31,0,0,0,"marketing","medium"
0.5,0.58,4,165,20,0,0,0,"sales","high"
0.49,0.71,3,255,23,1,0,0,"accounting","low"
0.13,0.65,4,194,51,0,0,0,"support","medium"
0.57,0.68,3,102,69,0,0,0,"technical","medium"
0.51,0.94,4,247,27,0,0,0,"management","medium"
0.99,0.69,3,206,31,0,0,0,"marketing","medium"
0.8,0.77,3,171,28,0,0,0,"marketing","medium"
0.56,0.39,5,263,52,0,0,0,"marketing","medium"
0.96,0.84,4,272,53,1,0,0,"sales","medium"
0.96,0.5,3,158,30,1,0,0,"sales","medium"
0.87,0.53,6,216,61,1,0,0,"sales","medium"
0.61,0.9,5,113,40,0,0,0,"sales","medium"
0.18,0.6,3,140,52,0,0,0,"sales","low"
0.24,0.77,5,178,56,0,0,0,"sales","low"
0.86,0.48,4,153,37,0,0,0,"sales","low"
0.25,0.62,6,271,64,0,0,0,"sales","low"
0.25,0.82,3,269,59,0,0,0,"sales","low"
0.63,0.55,3,160,39,0,0,0,"sales","low"
0.89,0.68,4,258,29,1,0,0,"sales","low"
0.87,0.82,4,251,35,0,0,0,"sales","high"
0.87,0.78,3,170,24,0,0,0,"sales","low"
0.71,0.99,4,238,45,1,0,0,"sales","high"
0.98,0.87,4,152,29,0,0,0,"sales","high"
0.16,0.51,3,262,77,0,0,0,"sales","low"
0.83,0.68,4,273,28,0,0,0,"sales","low"
0.65,0.77,3,233,23,0,0,0,"sales","high"
0.95,0.64,3,262,33,0,0,0,"sales","low"
0.67,0.67,3,183,35,0,0,0,"accounting","medium"
0.53,0.88,3,150,39,1,0,0,"accounting","high"
0.74,0.94,3,132,37,0,0,0,"accounting","medium"
0.77,0.79,3,200,49,0,0,0,"hr","medium"
0.13,0.72,4,148,63,0,0,0,"hr","medium"
0.82,0.92,3,187,31,1,0,0,"hr","medium"
0.88,0.65,4,224,25,0,0,0,"hr","high"
0.89,0.5,4,147,26,0,0,0,"technical","medium"
0.85,0.51,3,153,48,0,0,0,"technical","medium"
0.93,0.87,5,154,30,0,0,0,"technical","medium"
0.62,0.7,5,270,47,0,0,0,"technical","high"
0.58,0.96,3,202,23,0,0,0,"technical","medium"
0.98,0.5,4,264,43,0,0,0,"technical","high"
0.52,0.45,2,145,34,0,0,0,"technical","low"
0.76,0.49,3,138,30,1,0,0,"technical","medium"
0.73,0.91,3,238,22,0,0,0,"technical","medium"
0.74,0.64,4,147,56,0,0,0,"technical","medium"
0.49,0.48,3,190,21,0,0,0,"technical","medium"
0.91,0.97,4,183,35,0,0,0,"support","low"
0.74,0.92,5,255,40,0,0,0,"support","low"
0.86,0.82,4,252,45,0,0,0,"support","low"
0.52,0.47,6,141,56,1,0,0,"support","low"
0.95,0.81,3,260,21,0,0,0,"support","low"
0.65,0.98,3,136,31,0,0,0,"support","low"
0.7,0.56,4,182,32,0,0,0,"support","low"
0.14,0.66,6,142,61,0,0,0,"support","low"
0.92,0.53,2,261,49,0,0,0,"support","low"
0.54,0.6,3,209,29,0,0,0,"support","low"
0.76,0.95,2,156,40,0,0,0,"support","high"
0.78,0.66,4,214,20,0,0,0,"technical","low"
0.85,0.86,4,250,35,0,0,0,"technical","low"
0.78,0.8,4,197,31,1,0,0,"technical","low"
0.55,0.72,3,149,36,0,0,0,"management","low"
0.68,0.61,5,271,28,0,0,0,"IT","high"
0.91,0.68,4,187,25,0,0,0,"IT","low"
0.76,0.56,3,154,26,0,0,0,"IT","low"
0.15,0.67,4,264,47,0,0,0,"IT","low"
0.95,0.6,2,144,33,0,0,0,"IT","high"
0.74,0.37,6,200,33,0,0,0,"product_mng","low"
0.92,0.56,5,197,17,1,0,0,"product_mng","medium"
0.64,0.89,3,175,33,1,0,0,"product_mng","high"
0.96,0.9,3,161,39,0,0,0,"product_mng","medium"
0.21,0.72,3,245,75,0,0,0,"IT","high"
0.85,0.67,3,167,51,0,0,0,"RandD","medium"
0.52,0.86,5,168,43,0,0,0,"RandD","medium"
0.54,0.81,5,261,76,0,0,0,"RandD","medium"
0.56,0.81,5,274,54,0,0,0,"RandD","medium"
0.59,0.79,4,181,38,0,0,0,"RandD","medium"
0.88,0.58,5,266,41,1,0,0,"marketing","medium"
0.7,0.84,4,184,26,0,0,0,"sales","medium"
0.95,0.58,3,193,25,0,0,0,"accounting","medium"
0.83,0.88,3,217,26,1,0,0,"support","high"
0.76,0.62,4,197,36,0,0,0,"technical","low"
0.82,0.92,5,252,38,0,0,0,"management","medium"
0.55,0.97,4,136,39,0,0,0,"marketing","medium"
0.89,0.55,5,194,47,0,0,0,"marketing","medium"
0.66,0.94,4,190,38,0,0,0,"marketing","medium"
0.41,0.61,3,185,31,1,0,0,"sales","medium"
0.83,0.77,3,232,27,1,0,0,"sales","medium"
0.88,0.72,3,200,22,1,0,0,"sales","medium"
0.56,0.66,5,155,29,0,0,0,"sales","medium"
0.53,0.72,3,228,45,0,0,0,"sales","medium"
0.8,0.41,3,188,34,0,0,0,"sales","high"
0.95,0.78,4,245,31,0,0,0,"sales","low"
0.9,0.88,4,205,29,0,0,0,"sales","low"
0.5,0.97,4,269,38,0,0,0,"sales","low"
0.4,0.59,3,207,63,0,0,0,"sales","high"
0.52,0.85,3,250,48,0,0,0,"sales","low"
0.51,0.5,5,251,29,1,0,0,"sales","low"
0.84,0.62,5,217,37,0,0,0,"sales","low"
0.78,0.98,5,252,28,0,0,0,"sales","high"
0.91,0.71,2,159,42,1,0,0,"sales","low"
0.59,0.71,5,169,18,0,0,0,"sales","low"
0.69,0.97,5,105,43,0,0,0,"sales","low"
0.87,0.93,4,268,24,0,0,0,"sales","low"
0.66,1,5,145,22,0,0,0,"sales","low"
0.5,0.54,4,165,35,0,0,0,"accounting","low"
0.95,0.75,3,253,44,0,0,0,"accounting","low"
0.77,0.64,3,254,37,0,0,0,"accounting","medium"
0.66,0.5,3,218,25,0,0,0,"hr","medium"
0.61,0.98,3,138,62,1,0,0,"hr","medium"
0.7,0.87,5,239,32,0,0,0,"hr","medium"
0.89,0.71,5,182,23,1,0,0,"hr","medium"
0.6,0.78,4,152,35,1,0,0,"technical","medium"
0.62,0.51,3,222,33,1,0,0,"technical","medium"
0.59,0.9,2,219,19,1,0,0,"technical","medium"
0.69,0.59,4,266,44,0,0,0,"technical","medium"
0.36,0.94,3,113,58,1,0,0,"technical","medium"
0.59,0.93,4,146,39,0,0,0,"technical","medium"
0.5,0.51,5,238,52,0,0,0,"technical","medium"
0.53,0.99,3,188,24,0,0,0,"technical","high"
0.84,0.9,4,237,26,0,0,0,"technical","low"
0.51,0.95,4,201,36,0,0,0,"technical","medium"
0.53,0.56,5,188,34,0,0,0,"technical","medium"
0.98,0.63,3,137,27,0,0,0,"support","medium"
0.95,0.81,4,263,28,0,0,0,"support","medium"
0.13,0.76,5,217,37,0,0,0,"support","low"
0.5,0.64,4,213,47,0,0,0,"support","low"
0.93,0.76,3,244,33,0,0,0,"support","low"
0.5,0.87,3,252,25,0,0,0,"support","low"
0.66,0.84,4,168,15,0,0,0,"support","low"
0.89,0.79,4,212,40,0,0,0,"support","low"
0.46,0.43,4,258,31,0,0,0,"support","low"
0.67,0.6,4,210,26,0,0,0,"support","low"
0.96,0.9,4,246,34,0,0,0,"support","low"
0.98,0.76,4,221,40,1,0,0,"technical","low"
0.67,0.57,5,215,41,0,0,0,"technical","low"
0.72,0.72,4,175,42,0,0,0,"technical","low"
0.65,0.49,5,221,32,0,0,0,"management","low"
0.72,0.67,5,219,35,0,0,0,"IT","low"
0.78,0.58,3,154,38,0,0,0,"IT","low"
0.93,0.56,3,266,28,0,0,0,"IT","low"
0.73,0.85,5,224,45,0,0,0,"IT","low"
0.2,0.57,4,269,59,1,0,0,"IT","low"
0.47,0.5,4,159,42,0,0,0,"product_mng","low"
0.56,0.62,4,247,39,0,0,0,"product_mng","low"
0.72,0.86,4,137,12,0,0,0,"product_mng","low"
0.91,0.56,4,251,39,0,0,0,"product_mng","medium"
0.79,0.49,5,210,36,0,0,0,"IT","medium"
0.53,0.75,2,123,41,0,0,0,"RandD","medium"
0.14,0.51,4,253,75,0,0,0,"RandD","medium"
0.78,0.92,5,242,45,0,0,0,"RandD","medium"
0.52,0.74,3,238,38,0,0,0,"RandD","medium"
0.94,0.68,5,151,24,0,0,0,"RandD","medium"
0.83,0.8,4,158,49,0,0,0,"marketing","medium"
0.44,0.68,2,120,26,0,0,0,"marketing","medium"
0.72,0.74,3,187,34,0,0,0,"sales","medium"
0.84,0.58,3,140,30,0,0,0,"accounting","medium"
0.76,0.99,3,164,25,0,0,0,"support","medium"
0.92,0.94,5,253,20,0,0,0,"technical","high"
0.58,0.93,5,235,20,0,0,0,"management","low"
0.85,0.81,4,189,52,0,0,0,"marketing","medium"
0.74,0.51,4,246,29,1,0,0,"marketing","medium"
0.74,0.87,4,258,14,0,0,0,"marketing","medium"
0.72,0.8,3,158,40,0,0,0,"sales","medium"
0.76,0.98,4,173,35,1,0,0,"sales","low"
0.85,0.72,3,201,26,0,0,0,"sales","low"
0.82,0.49,5,185,37,0,0,0,"sales","low"
0.6,0.93,5,270,41,1,0,0,"sales","low"
0.39,0.64,3,152,25,0,0,0,"sales","low"
0.83,0.53,3,211,49,1,0,0,"sales","low"
0.7,0.92,3,162,34,1,0,0,"sales","low"
0.84,0.97,4,253,19,1,0,0,"sales","low"
0.9,0.77,4,236,32,0,0,0,"sales","low"
0.18,0.84,4,231,58,0,0,0,"sales","low"
0.52,0.71,2,231,22,0,0,0,"sales","low"
0.87,0.51,4,233,41,0,0,0,"sales","low"
0.6,0.79,5,217,21,0,0,0,"sales","low"
0.72,0.93,4,174,20,0,0,0,"sales","low"
0.48,0.64,4,227,33,0,0,0,"sales","low"
0.75,0.53,3,222,26,0,0,0,"sales","low"
0.85,0.55,2,207,74,0,0,0,"sales","low"
0.39,0.41,6,115,39,0,0,0,"sales","low"
0.61,0.68,3,254,22,0,0,0,"accounting","low"
0.6,0.61,4,170,45,0,0,0,"accounting","low"
0.57,0.64,2,206,31,0,0,0,"accounting","low"
0.19,0.68,5,149,36,0,0,0,"hr","medium"
0.48,0.77,3,197,33,0,0,0,"hr","medium"
0.69,0.75,4,261,33,0,0,0,"hr","medium"
0.7,0.55,4,256,52,0,0,0,"hr","medium"
0.65,0.92,3,219,37,0,0,0,"technical","medium"
0.81,0.96,4,143,41,1,0,0,"technical","medium"
0.85,0.95,4,171,32,0,0,0,"technical","medium"
0.93,0.76,4,207,25,0,0,0,"technical","medium"
0.72,0.94,4,235,36,0,0,0,"technical","medium"
0.49,0.55,2,173,40,0,0,0,"technical","medium"
0.94,0.47,5,131,73,0,0,0,"technical","medium"
0.81,0.84,4,143,29,0,0,0,"technical","medium"
0.92,0.78,5,193,52,0,0,0,"technical","high"
0.97,0.82,3,135,21,0,0,0,"technical","low"
0.98,0.61,4,265,23,1,0,0,"technical","medium"
0.44,0.45,3,133,23,1,0,0,"support","medium"
0.72,0.87,4,184,49,0,0,0,"support","medium"
0.8,0.73,5,135,37,0,0,0,"support","medium"
0.6,0.72,4,267,52,0,0,0,"support","low"
0.89,0.65,4,184,30,0,0,0,"support","low"
0.69,0.57,5,227,24,0,0,0,"support","low"
0.54,0.81,4,257,23,0,0,0,"support","low"
0.97,0.75,5,235,44,1,0,0,"support","low"
0.37,0.4,4,161,24,0,0,0,"support","low"
0.73,0.52,4,215,45,0,0,0,"support","low"
0.57,0.69,4,146,31,0,0,0,"support","low"
0.86,0.66,4,191,24,0,0,0,"technical","low"
0.83,0.85,4,261,29,0,0,0,"technical","low"
0.19,0.52,5,200,67,0,0,0,"technical","low"
0.55,0.93,4,239,46,0,0,0,"management","low"
0.6,0.65,4,160,25,0,0,0,"IT","low"
0.62,0.71,3,177,44,1,0,0,"IT","low"
0.65,0.55,5,215,36,0,0,0,"IT","low"
0.4,0.48,4,97,25,0,0,0,"IT","low"
0.82,0.78,5,231,20,1,0,0,"IT","low"
0.75,0.69,2,257,21,1,0,0,"product_mng","low"
0.83,0.53,3,232,31,1,0,0,"product_mng","low"
0.77,0.78,4,212,37,0,0,0,"product_mng","low"
0.59,0.98,4,198,34,0,0,0,"product_mng","low"
0.8,0.79,5,240,50,0,0,0,"IT","medium"
0.84,0.55,3,242,32,0,0,0,"RandD","medium"
0.88,0.71,4,250,43,0,0,0,"RandD","medium"
